SEX_label,JWTR_label,SCHL_label,vehicle,PINCP,JWMNP,GRNTP,AGEP
Male,"Car, truck, or van",Regular high school diploma,3,30000,5,0,47
Male,"Car, truck, or van",Bachelor's degree,3,20500,30,0,28
Male,"Car, truck, or van",Associate's degree,2,36000,60,720,44
Male,"Car, truck, or van",Associate's degree,2,8000,20,1600,24
Male,"Car, truck, or van","Some college, but less than 1 year",1,89850,15,1354,29
Female,"Car, truck, or van",Bachelor's degree,1,41200,25,0,47
Female,"Car, truck, or van",Master's degree,2,60000,20,1640,33
Male,"Car, truck, or van",Bachelor's degree,2,50000,5,1640,30
Female,"Car, truck, or van",Bachelor's degree,2,22200,5,480,31
Male,"Car, truck, or van",Doctorate degree,2,45000,30,480,31
Female,"Car, truck, or van",Bachelor's degree,2,33800,5,0,57
Male,"Car, truck, or van","Some college, but less than 1 year",3,106500,20,0,67
Female,"Car, truck, or van",Professional degree beyond a bachelor's degree,1,110000,20,0,51
Male,"Car, truck, or van",Doctorate degree,3,125000,10,0,65
Female,"Car, truck, or van",Bachelor's degree,3,36000,20,0,60
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,20000,45,0,25
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,70000,15,0,42
Female,"Car, truck, or van",Regular high school diploma,4,99600,20,0,68
Female,"Car, truck, or van",Bachelor's degree,1,38500,27,1220,26
Female,"Car, truck, or van",Associate's degree,3,7340,40,0,60
Male,"Car, truck, or van",Master's degree,1,100000,10,3450,34
Male,Walked,Doctorate degree,2,180000,15,0,35
Male,"Car, truck, or van",Bachelor's degree,3,72000,30,0,47
Female,"Car, truck, or van",Bachelor's degree,3,132000,20,0,47
Male,"Car, truck, or van","Some college, but less than 1 year",3,45000,90,0,44
Male,"Car, truck, or van",Grade 9,2,53000,5,0,66
Male,Bus or trolley bus,"1 or more years of college credit, no degree",1,15000,20,1383,53
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,48000,20,1383,53
Male,"Car, truck, or van",Bachelor's degree,3,100000,60,0,64
Female,"Car, truck, or van",Bachelor's degree,2,40000,30,2079,49
Female,"Car, truck, or van",Master's degree,2,220000,45,0,53
Male,"Car, truck, or van","Some college, but less than 1 year",2,23000,20,0,30
Female,Walked,Master's degree,2,43500,10,0,59
Male,"Car, truck, or van",Master's degree,2,165000,60,0,66
Male,"Car, truck, or van",Master's degree,2,47000,45,0,70
Male,Bicycle,Professional degree beyond a bachelor's degree,2,150000,12,0,51
Female,"Car, truck, or van",Regular high school diploma,2,25000,10,0,20
Male,"Car, truck, or van","1 or more years of college credit, no degree",5,16900,20,0,65
Female,"Car, truck, or van",Regular high school diploma,5,32500,20,0,61
Male,"Car, truck, or van","1 or more years of college credit, no degree",5,30000,10,0,38
Female,"Car, truck, or van",Bachelor's degree,2,65000,15,1433,59
Male,"Car, truck, or van",Bachelor's degree,2,38000,60,1433,32
Male,"Car, truck, or van",Master's degree,2,85000,20,0,27
Female,"Car, truck, or van",Bachelor's degree,2,50000,30,0,27
Male,"Car, truck, or van",Doctorate degree,3,598000,157,0,43
Male,"Car, truck, or van",Master's degree,2,118300,45,0,69
Female,"Car, truck, or van",Associate's degree,2,15000,2,820,55
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,2000,2,820,20
Female,"Car, truck, or van",Associate's degree,2,85000,60,0,38
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,90000,10,1450,34
Female,"Car, truck, or van",Master's degree,2,55000,20,1450,34
Male,"Car, truck, or van",Bachelor's degree,1,130200,10,0,72
Female,"Car, truck, or van",Bachelor's degree,2,70100,20,0,46
Male,Bicycle,Bachelor's degree,1,60000,10,940,34
Female,"Car, truck, or van",Doctorate degree,2,128250,15,0,46
Male,"Car, truck, or van",Master's degree,0,58000,30,1160,29
Male,"Car, truck, or van",Bachelor's degree,0,35000,30,1160,26
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,62700,25,0,53
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,56000,45,0,52
Male,"Car, truck, or van",Bachelor's degree,2,60000,25,0,31
Male,Other method,Associate's degree,5,113000,1,0,48
Male,"Car, truck, or van",Associate's degree,4,30000,10,0,51
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,119200,20,0,47
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,53000,20,0,39
Male,"Car, truck, or van","1 or more years of college credit, no degree",1,65000,30,1570,36
Male,"Car, truck, or van",No schooling completed,2,85000,5,0,55
Female,"Car, truck, or van",No schooling completed,2,12000,5,0,51
Female,"Car, truck, or van",Master's degree,1,90000,30,0,46
Female,"Car, truck, or van",Regular high school diploma,1,15000,10,1093,62
Female,Walked,Master's degree,1,90000,10,1898,41
Male,"Car, truck, or van",Master's degree,1,100000,90,0,49
Male,Motorcycle,Master's degree,5,120330,35,0,51
Female,"Car, truck, or van",Master's degree,5,72000,20,0,50
Female,"Car, truck, or van",Master's degree,5,16000,3,0,24
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,104000,15,0,42
Female,"Car, truck, or van",12th grade - no diploma,3,38000,35,0,41
Male,"Car, truck, or van",Bachelor's degree,2,144000,45,0,39
Female,"Car, truck, or van",Associate's degree,2,48000,45,0,33
Male,"Car, truck, or van","Some college, but less than 1 year",1,5000,60,0,61
Female,"Car, truck, or van",Regular high school diploma,1,14000,20,0,59
Male,"Car, truck, or van",Bachelor's degree,1,96700,40,0,70
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,253300,15,0,49
Male,"Car, truck, or van",Bachelor's degree,2,70000,20,0,45
Male,"Car, truck, or van",Grade 6,2,25000,30,1505,41
Male,"Car, truck, or van",GED or alternative credential,2,11000,25,760,46
Male,"Car, truck, or van",Bachelor's degree,2,39600,30,0,68
Female,"Car, truck, or van",Bachelor's degree,2,45000,20,0,56
Male,"Car, truck, or van","Some college, but less than 1 year",3,131000,30,2010,36
Female,"Car, truck, or van",Bachelor's degree,2,7300,15,1580,27
Male,"Car, truck, or van",GED or alternative credential,2,41400,45,1580,49
Male,"Car, truck, or van",Bachelor's degree,4,100000,26,0,58
Female,"Car, truck, or van",Bachelor's degree,4,45020,25,0,31
Female,"Car, truck, or van",Bachelor's degree,4,11000,20,0,24
Female,"Car, truck, or van",Associate's degree,3,30000,20,0,35
Male,"Car, truck, or van","Some college, but less than 1 year",2,34200,15,0,55
Female,"Car, truck, or van","1 or more years of college credit, no degree",4,62000,45,0,38
Male,"Car, truck, or van","1 or more years of college credit, no degree",4,104000,45,0,33
Female,"Car, truck, or van",Regular high school diploma,3,34100,90,0,43
Male,"Car, truck, or van",GED or alternative credential,4,25800,20,0,38
Female,"Car, truck, or van",Associate's degree,4,40000,30,0,43
Male,"Car, truck, or van",Master's degree,3,95400,10,0,75
Female,"Car, truck, or van",Bachelor's degree,4,52000,20,0,64
Female,"Car, truck, or van",GED or alternative credential,4,14000,10,0,32
Male,"Car, truck, or van",Bachelor's degree,4,45000,15,0,32
Female,"Car, truck, or van",GED or alternative credential,2,32000,30,0,52
Male,"Car, truck, or van",Regular high school diploma,2,10500,30,0,19
Female,Walked,Bachelor's degree,2,5200,5,0,42
Male,Bus or trolley bus,Bachelor's degree,2,150000,25,0,41
Female,"Car, truck, or van",Regular high school diploma,2,35000,10,0,60
Male,"Car, truck, or van",Bachelor's degree,3,36000,25,1675,40
Male,"Car, truck, or van",Regular high school diploma,3,32000,25,1675,25
Male,"Car, truck, or van",Regular high school diploma,3,36300,15,1675,25
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,125000,20,0,81
Male,"Car, truck, or van",Master's degree,2,140140,10,0,69
Female,"Car, truck, or van",Doctorate degree,2,10000,3,0,69
Female,"Car, truck, or van",Bachelor's degree,1,27000,20,1250,25
Male,Bus or trolley bus,Bachelor's degree,1,120000,45,0,49
Female,"Car, truck, or van",Doctorate degree,2,52000,7,0,34
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,105000,15,2238,46
Female,"Car, truck, or van",Bachelor's degree,2,6000,35,2238,42
Female,"Car, truck, or van",Regular high school diploma,1,48100,10,0,67
Female,"Car, truck, or van",Bachelor's degree,3,55000,45,0,64
Male,"Car, truck, or van","Some college, but less than 1 year",3,30000,20,2300,22
Male,"Car, truck, or van",Associate's degree,3,58000,20,2300,30
Male,"Car, truck, or van",GED or alternative credential,3,75000,20,2300,34
Male,"Car, truck, or van","1 or more years of college credit, no degree",4,52000,60,903,51
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,11500,4,940,29
Female,"Car, truck, or van",Bachelor's degree,1,498000,5,1386,29
Female,Walked,"Some college, but less than 1 year",3,20000,20,0,27
Female,"Car, truck, or van",Master's degree,2,67000,10,0,39
Male,"Car, truck, or van",Doctorate degree,2,96000,5,0,38
Female,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,70000,35,0,40
Male,"Car, truck, or van",Master's degree,5,60000,30,0,56
Female,"Car, truck, or van",Master's degree,5,105000,30,0,53
Female,"Car, truck, or van",Grade 11,5,1000,30,0,17
Male,"Car, truck, or van",Grade 11,5,3000,30,0,16
Female,"Car, truck, or van",Bachelor's degree,4,143000,17,0,56
Male,"Car, truck, or van",Bachelor's degree,4,9200,40,0,24
Male,"Car, truck, or van",Bachelor's degree,1,125000,25,0,45
Female,"Car, truck, or van",Bachelor's degree,5,35000,30,1117,26
Male,"Car, truck, or van",Associate's degree,5,37000,7,1117,29
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,55000,20,0,37
Male,"Car, truck, or van",Bachelor's degree,3,2690,40,0,34
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,30000,30,0,26
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,35900,18,0,27
Male,"Car, truck, or van",Bachelor's degree,3,35000,30,0,27
Female,"Car, truck, or van",Master's degree,1,70000,10,1098,39
Male,"Car, truck, or van",Master's degree,2,160000,10,3475,41
Female,"Car, truck, or van",Master's degree,2,15000,10,3475,41
Male,Bus or trolley bus,12th grade - no diploma,3,118000,45,0,59
Female,"Car, truck, or van","Some college, but less than 1 year",1,45000,20,1350,42
Male,"Car, truck, or van",Associate's degree,3,20000,20,0,49
Female,"Car, truck, or van",Bachelor's degree,3,140000,15,0,47
Female,"Car, truck, or van",GED or alternative credential,3,2500,30,0,19
Female,"Car, truck, or van",Grade 11,3,500,20,0,16
Male,"Car, truck, or van",12th grade - no diploma,3,3000,20,0,19
Male,"Car, truck, or van","1 or more years of college credit, no degree",1,30000,40,500,58
Female,"Car, truck, or van",Bachelor's degree,1,70000,3,1100,29
Male,"Car, truck, or van",Bachelor's degree,1,55700,3,1392,34
Female,"Car, truck, or van",Bachelor's degree,4,60000,15,0,50
Male,"Car, truck, or van",Bachelor's degree,4,40000,15,0,47
Male,"Car, truck, or van",Regular high school diploma,1,18000,20,840,24
Male,"Car, truck, or van",Regular high school diploma,1,17000,20,840,22
Male,"Car, truck, or van",Bachelor's degree,2,30000,13,1580,25
Male,"Car, truck, or van",Bachelor's degree,2,20000,30,1580,29
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,17000,40,0,38
Female,"Car, truck, or van",Associate's degree,2,20000,30,0,36
Male,"Car, truck, or van",Bachelor's degree,2,102000,45,0,35
Female,"Car, truck, or van","Some college, but less than 1 year",2,27700,5,1494,60
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,13500,30,1494,25
Female,"Car, truck, or van",Doctorate degree,1,60000,15,1344,29
Female,"Car, truck, or van",Bachelor's degree,2,10000,10,0,55
Male,"Car, truck, or van",Regular high school diploma,4,32000,25,2265,21
Male,"Car, truck, or van","Some college, but less than 1 year",4,30000,36,2265,21
Female,"Car, truck, or van","1 or more years of college credit, no degree",4,32000,45,2265,19
Female,"Car, truck, or van",Regular high school diploma,4,15000,15,2265,19
Male,"Car, truck, or van",Bachelor's degree,2,105000,2,0,42
Female,"Car, truck, or van",Bachelor's degree,2,24000,10,0,39
Male,"Car, truck, or van",Bachelor's degree,4,250000,40,0,58
Female,"Car, truck, or van",Bachelor's degree,4,35000,15,0,58
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,27400,15,0,36
Male,"Car, truck, or van",Regular high school diploma,2,31000,2,0,34
Male,"Car, truck, or van","Some college, but less than 1 year",3,34000,15,990,61
Female,"Car, truck, or van","Some college, but less than 1 year",3,15900,15,990,59
Male,"Car, truck, or van",GED or alternative credential,3,3300,15,990,21
Male,"Car, truck, or van",Grade 11,3,17500,20,0,62
Female,"Car, truck, or van",Associate's degree,2,26600,35,0,36
Male,"Car, truck, or van",Bachelor's degree,2,30000,30,0,39
Male,Walked,GED or alternative credential,1,25000,15,0,49
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,43050,13,0,29
Female,"Car, truck, or van",Master's degree,2,14320,25,0,24
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,22000,15,0,70
Female,"Car, truck, or van",Master's degree,1,100000,10,0,58
Male,"Car, truck, or van","Some college, but less than 1 year",2,60000,65,0,47
Male,"Car, truck, or van",Bachelor's degree,1,70000,20,1443,39
Female,"Car, truck, or van",Bachelor's degree,2,160000,15,1430,48
Male,"Car, truck, or van",Regular high school diploma,2,24000,1,1430,29
Female,"Car, truck, or van",No schooling completed,1,30000,60,0,26
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,25900,20,580,44
Female,"Car, truck, or van",Bachelor's degree,1,54000,45,0,55
Male,"Car, truck, or van",Grade 11,1,20000,30,0,58
Female,"Car, truck, or van",GED or alternative credential,2,17300,10,1383,29
Female,"Car, truck, or van",Regular high school diploma,2,31000,15,1383,29
Female,"Car, truck, or van",Grade 11,2,900,30,0,16
Female,"Car, truck, or van",Master's degree,2,40000,10,0,51
Female,Walked,Master's degree,1,56000,17,1450,36
Male,Walked,Master's degree,1,120000,30,1450,36
Male,"Car, truck, or van",Master's degree,2,120000,40,0,43
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,28000,25,0,35
Male,"Car, truck, or van",Master's degree,3,205000,30,0,58
Male,"Car, truck, or van",Regular high school diploma,4,24000,69,0,33
Female,"Car, truck, or van",Regular high school diploma,2,29400,7,0,79
Male,"Car, truck, or van",Bachelor's degree,3,103000,15,0,59
Female,"Car, truck, or van",Bachelor's degree,3,55000,30,0,56
Female,"Car, truck, or van",Regular high school diploma,3,16000,15,0,24
Male,"Car, truck, or van",Regular high school diploma,1,10000,20,1053,29
Female,"Car, truck, or van",GED or alternative credential,1,17000,15,1053,29
Female,"Car, truck, or van",Bachelor's degree,2,21000,15,0,47
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,75000,15,0,49
Male,"Car, truck, or van",Grade 10,3,40600,25,2210,35
Male,"Car, truck, or van",Regular high school diploma,3,27000,60,2210,30
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,30000,35,2210,30
Female,"Car, truck, or van",Associate's degree,1,40000,15,1380,24
Male,"Car, truck, or van",Bachelor's degree,1,74000,45,1230,28
Female,"Car, truck, or van",Regular high school diploma,2,3000,10,1100,46
Male,"Car, truck, or van",Grade 9,2,45000,10,1100,25
Female,"Car, truck, or van",Regular high school diploma,2,21000,65,0,55
Male,"Car, truck, or van",Bachelor's degree,2,115000,35,0,55
Male,"Car, truck, or van",Grade 9,6,62000,60,2000,47
Male,"Car, truck, or van",Grade 11,6,1900,20,2000,16
Female,"Car, truck, or van",Grade 6,6,20000,25,2000,48
Male,"Car, truck, or van",Regular high school diploma,6,20000,60,2000,24
Male,"Car, truck, or van",Regular high school diploma,6,20000,30,2000,23
Male,"Car, truck, or van",Regular high school diploma,6,10000,30,2000,19
Male,"Car, truck, or van",Bachelor's degree,2,24000,20,0,64
Female,"Car, truck, or van",Bachelor's degree,2,20000,10,0,54
Male,"Car, truck, or van",Associate's degree,2,45500,20,0,52
Female,"Car, truck, or van",Associate's degree,2,34000,35,0,55
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,40000,30,0,56
Female,"Car, truck, or van",Associate's degree,3,78000,25,0,57
Female,"Car, truck, or van",Regular high school diploma,2,107600,15,0,55
Male,Bus or trolley bus,Professional degree beyond a bachelor's degree,2,61000,20,0,30
Female,Bus or trolley bus,Bachelor's degree,2,50000,30,0,26
Female,"Car, truck, or van",Bachelor's degree,2,55000,20,0,26
Female,Bus or trolley bus,Doctorate degree,2,112000,60,0,61
Male,Bus or trolley bus,Doctorate degree,2,200000,60,0,66
Male,Other method,Bachelor's degree,2,498000,157,0,45
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,38500,5,680,60
Female,"Car, truck, or van",Bachelor's degree,2,154000,30,0,33
Male,"Car, truck, or van",Bachelor's degree,2,154000,5,0,36
Female,"Car, truck, or van",Regular high school diploma,2,18000,12,0,48
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,96000,20,0,51
Male,"Car, truck, or van",Doctorate degree,1,124000,15,0,46
Male,"Car, truck, or van",Regular high school diploma,2,37400,56,0,35
Female,"Car, truck, or van",Bachelor's degree,2,34000,3,0,35
Male,"Car, truck, or van",No schooling completed,2,65000,40,0,58
Female,"Car, truck, or van","Some college, but less than 1 year",2,85900,40,0,58
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,10000,15,1308,40
Male,"Car, truck, or van","Some college, but less than 1 year",2,54000,40,2230,22
Female,Bus or trolley bus,Bachelor's degree,2,54000,60,2230,25
Male,"Car, truck, or van","Some college, but less than 1 year",4,64000,90,0,55
Female,"Car, truck, or van","Some college, but less than 1 year",4,14500,35,0,60
Male,"Car, truck, or van",Bachelor's degree,4,37000,45,0,30
Female,"Car, truck, or van",Bachelor's degree,2,75000,20,0,53
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,90000,5,0,54
Male,Bicycle,Master's degree,0,16500,16,982,53
Male,"Car, truck, or van",Grade 6,3,33600,25,690,69
Female,"Car, truck, or van",Bachelor's degree,3,80000,45,0,46
Male,"Car, truck, or van",Grade 6,3,40000,10,0,62
Male,"Car, truck, or van",Master's degree,2,202000,25,0,33
Female,Walked,"1 or more years of college credit, no degree",2,9000,5,1140,34
Male,Bus or trolley bus,Associate's degree,2,40000,15,1140,41
Male,"Car, truck, or van","Some college, but less than 1 year",1,47000,15,0,58
Male,"Car, truck, or van",Doctorate degree,2,505000,157,0,53
Female,"Car, truck, or van",Bachelor's degree,2,69060,25,0,40
Female,"Car, truck, or van",Regular high school diploma,2,188000,35,0,53
Female,"Car, truck, or van",Bachelor's degree,2,19000,10,0,59
Male,Walked,Associate's degree,2,14000,5,0,63
Male,"Car, truck, or van",Master's degree,2,155000,40,0,59
Female,"Car, truck, or van",Master's degree,2,140000,20,0,55
Female,"Car, truck, or van",Bachelor's degree,3,70500,70,0,53
Male,"Car, truck, or van",GED or alternative credential,3,10800,7,0,55
Female,"Car, truck, or van",Master's degree,2,98000,5,0,32
Male,"Car, truck, or van",Master's degree,2,54000,10,0,33
Male,"Car, truck, or van","1 or more years of college credit, no degree",1,56000,20,0,23
Male,"Car, truck, or van",Regular high school diploma,2,36800,30,0,62
Female,"Car, truck, or van",GED or alternative credential,2,10000,20,0,55
Female,"Car, truck, or van",Regular high school diploma,3,25000,15,1250,28
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,3,62000,10,1250,29
Male,"Car, truck, or van",Regular high school diploma,3,25000,20,1250,27
Male,"Car, truck, or van",Bachelor's degree,3,107000,65,0,59
Female,"Car, truck, or van",Associate's degree,3,123000,40,0,58
Male,"Car, truck, or van",Associate's degree,2,65000,10,1825,28
Female,"Car, truck, or van",Associate's degree,2,35000,10,1825,30
Male,"Car, truck, or van",Associate's degree,1,44000,15,0,25
Female,"Car, truck, or van",Bachelor's degree,2,38000,15,1800,27
Male,Bus or trolley bus,Bachelor's degree,2,25000,75,1800,27
Female,"Car, truck, or van",Bachelor's degree,2,35000,15,1800,27
Female,"Car, truck, or van",GED or alternative credential,6,6300,15,0,40
Male,"Car, truck, or van",GED or alternative credential,6,91000,157,0,41
Male,"Car, truck, or van",Regular high school diploma,3,40000,60,0,56
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,70600,20,0,44
Female,"Car, truck, or van",Master's degree,2,90000,60,0,43
Female,Bus or trolley bus,"1 or more years of college credit, no degree",0,9000,30,1674,29
Male,Bus or trolley bus,GED or alternative credential,0,43300,20,1674,29
Female,"Car, truck, or van",Grade 11,6,27700,30,0,25
Male,"Car, truck, or van","Some college, but less than 1 year",2,32000,45,1960,28
Female,"Car, truck, or van",Regular high school diploma,2,22000,20,1960,28
Male,"Car, truck, or van",Bachelor's degree,3,1300,5,2112,26
Male,Railroad,"1 or more years of college credit, no degree",3,51000,30,2112,29
Male,"Car, truck, or van",Bachelor's degree,3,46000,12,2112,27
Male,Railroad,Master's degree,3,55000,30,2112,26
Male,"Car, truck, or van",Associate's degree,3,60000,20,0,29
Female,"Car, truck, or van",Bachelor's degree,3,60000,45,0,29
Female,"Car, truck, or van",Regular high school diploma,2,49000,20,0,62
Male,"Car, truck, or van",Regular high school diploma,2,85000,25,0,61
Male,"Car, truck, or van",Bachelor's degree,1,60000,10,1430,28
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,45000,60,610,43
Female,"Car, truck, or van",Associate's degree,1,50000,40,0,46
Male,"Car, truck, or van",Master's degree,3,75000,40,0,44
Female,"Car, truck, or van",Bachelor's degree,3,91000,7,0,42
Female,"Car, truck, or van",Regular high school diploma,3,50000,12,0,31
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,38000,15,0,50
Male,"Car, truck, or van",Master's degree,2,70000,15,0,40
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,90000,15,0,39
Male,"Car, truck, or van",Bachelor's degree,1,117150,20,0,56
Female,"Car, truck, or van",Master's degree,2,24000,20,0,37
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,60000,30,0,45
Female,"Car, truck, or van",Bachelor's degree,3,22000,40,0,45
Male,"Car, truck, or van","Some college, but less than 1 year",3,70000,30,0,47
Male,"Car, truck, or van",Regular high school diploma,3,5000,30,0,18
Male,"Car, truck, or van",12th grade - no diploma,3,40000,5,0,34
Male,"Car, truck, or van",Bachelor's degree,2,30000,20,0,33
Female,Bus or trolley bus,GED or alternative credential,2,20000,15,0,25
Male,"Car, truck, or van",Grade 7,6,56000,45,2800,33
Male,"Car, truck, or van",Grade 8,6,18000,60,2800,32
Male,"Car, truck, or van",Associate's degree,6,48000,60,2800,31
Female,"Car, truck, or van",Grade 4,6,15000,15,2800,28
Female,"Car, truck, or van",Bachelor's degree,6,25000,10,2800,39
Male,"Car, truck, or van",Associate's degree,1,66000,50,0,53
Female,"Car, truck, or van",Bachelor's degree,2,141000,20,0,31
Male,"Car, truck, or van",Master's degree,2,64000,15,0,41
Male,"Car, truck, or van",Bachelor's degree,2,30000,12,820,31
Male,"Car, truck, or van",Bachelor's degree,4,73800,30,0,69
Male,"Car, truck, or van","Some college, but less than 1 year",1,51000,15,0,64
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,32500,45,0,57
Male,"Car, truck, or van",Bachelor's degree,2,89000,20,1718,41
Female,"Car, truck, or van",Regular high school diploma,1,48400,30,1408,74
Female,"Car, truck, or van",Bachelor's degree,2,73900,2,0,53
Male,"Car, truck, or van",Bachelor's degree,2,50000,20,0,50
Male,"Car, truck, or van",Master's degree,2,513500,10,0,47
Male,Bicycle,Bachelor's degree,1,11500,90,430,54
Male,"Car, truck, or van","Some college, but less than 1 year",3,32000,25,0,48
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,57500,5,500,41
Female,"Car, truck, or van",Bachelor's degree,1,65000,45,0,25
Male,"Car, truck, or van","Some college, but less than 1 year",2,56500,45,0,62
Female,"Car, truck, or van",Bachelor's degree,2,28000,20,0,56
Female,"Car, truck, or van",Regular high school diploma,1,46100,15,1674,55
Male,"Car, truck, or van",Bachelor's degree,2,46000,30,1529,29
Female,"Car, truck, or van",Bachelor's degree,1,49820,10,0,76
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,32200,15,0,69
Female,"Car, truck, or van",Regular high school diploma,2,46000,20,0,67
Male,"Car, truck, or van","Some college, but less than 1 year",2,34000,10,0,73
Male,"Car, truck, or van","1 or more years of college credit, no degree",1,5000,157,1917,24
Male,"Car, truck, or van",Regular high school diploma,2,38300,4,0,33
Female,"Car, truck, or van",Associate's degree,2,68000,15,0,29
Female,"Car, truck, or van",Grade 6,1,24000,10,0,45
Female,"Car, truck, or van",Grade 11,1,5600,10,0,18
Female,"Car, truck, or van",Regular high school diploma,1,47900,7,0,59
Male,"Car, truck, or van",Regular high school diploma,2,34300,15,963,62
Female,"Car, truck, or van",Regular high school diploma,2,9300,5,963,64
Male,Other method,Bachelor's degree,2,18800,30,963,26
Female,"Car, truck, or van",Bachelor's degree,4,73000,30,0,49
Male,"Car, truck, or van",Regular high school diploma,4,60000,30,0,52
Male,"Car, truck, or van",Grade 10,4,3500,10,0,16
Male,"Car, truck, or van",Bachelor's degree,3,110000,13,1983,55
Female,"Car, truck, or van",12th grade - no diploma,3,1500,12,1983,17
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,80000,40,1634,60
Male,"Car, truck, or van","1 or more years of college credit, no degree",1,48000,15,1522,28
Female,"Car, truck, or van",Bachelor's degree,3,121600,20,0,51
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,62600,40,0,82
Female,"Car, truck, or van",Bachelor's degree,3,67100,50,0,36
Male,"Car, truck, or van",Bachelor's degree,3,41000,100,0,36
Female,"Car, truck, or van",Master's degree,2,81000,20,0,66
Female,"Car, truck, or van",No schooling completed,2,30000,5,0,80
Male,"Car, truck, or van",12th grade - no diploma,2,113000,11,1130,30
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,30000,30,0,38
Male,"Car, truck, or van",Grade 5,3,50000,40,0,42
Female,"Car, truck, or van","Some college, but less than 1 year",3,9000,10,0,18
Female,"Car, truck, or van",Bachelor's degree,1,65000,15,0,50
Female,"Car, truck, or van",Bachelor's degree,1,45000,45,1540,41
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,35000,5,0,50
Male,"Car, truck, or van","Some college, but less than 1 year",2,58000,157,0,50
Female,"Car, truck, or van",Master's degree,3,52000,20,0,32
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,3000,15,0,18
Male,Bus or trolley bus,Bachelor's degree,1,16000,75,1140,25
Male,"Car, truck, or van",Bachelor's degree,2,65000,30,0,37
Female,"Car, truck, or van","Some college, but less than 1 year",2,75000,36,0,30
Female,"Car, truck, or van",Bachelor's degree,1,27700,5,770,70
Female,"Car, truck, or van",Master's degree,4,37400,20,0,47
Male,"Car, truck, or van",Bachelor's degree,3,155000,65,0,46
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,6000,30,0,49
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,7500,30,0,19
Female,"Car, truck, or van",Regular high school diploma,3,25000,10,0,26
Male,Bus or trolley bus,12th grade - no diploma,3,8300,45,0,22
Female,"Car, truck, or van",Bachelor's degree,2,70000,20,1690,35
Female,"Car, truck, or van","Some college, but less than 1 year",2,35000,20,1690,42
Male,"Car, truck, or van",Bachelor's degree,3,150000,3,0,64
Male,"Car, truck, or van",Regular high school diploma,3,78440,35,0,71
Female,"Car, truck, or van",Bachelor's degree,3,51000,40,0,62
Female,"Car, truck, or van",Regular high school diploma,4,20000,15,0,65
Female,"Car, truck, or van",Bachelor's degree,2,53000,4,0,53
Male,"Car, truck, or van",Associate's degree,2,53000,45,0,50
Female,"Car, truck, or van",Bachelor's degree,1,33000,10,600,52
Female,"Car, truck, or van",Bachelor's degree,4,5080,18,0,42
Male,"Car, truck, or van",Bachelor's degree,4,98040,70,0,45
Male,"Car, truck, or van","Some college, but less than 1 year",1,3000,10,0,42
