SEX_label,JWTR_label,SCHL_label,vehicle,PINCP,JWMNP,GRNTP,AGEP
Female,"Car, truck, or van",Master's degree,3,15000,15,0,24
Female,"Car, truck, or van","Some college, but less than 1 year",2,27300,5,0,77
Female,"Car, truck, or van",Bachelor's degree,1,62000,30,900,40
Male,"Car, truck, or van",Regular high school diploma,1,60000,35,900,49
Female,Walked,Regular high school diploma,2,18000,5,1220,27
Male,"Car, truck, or van",Associate's degree,2,54200,25,1220,32
Female,"Car, truck, or van",Master's degree,1,57000,20,1550,42
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,2100,2,0,22
Female,"Car, truck, or van",Bachelor's degree,4,78000,40,0,56
Male,"Car, truck, or van",Master's degree,4,168000,35,0,56
Male,"Car, truck, or van",Master's degree,3,50000,30,0,56
Female,"Car, truck, or van",Bachelor's degree,3,44500,5,0,61
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,15000,40,0,54
Male,"Car, truck, or van",Bachelor's degree,3,125000,60,0,55
Male,"Car, truck, or van",Grade 9,3,5000,60,0,16
Female,"Car, truck, or van",Bachelor's degree,3,350,10,0,49
Male,"Car, truck, or van",Bachelor's degree,3,100000,10,0,50
Male,"Car, truck, or van","Some college, but less than 1 year",2,100000,45,0,43
Male,"Car, truck, or van",Bachelor's degree,3,37500,15,1451,31
Male,"Car, truck, or van",Bachelor's degree,3,52000,60,1451,30
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,25000,5,1451,29
Female,"Car, truck, or van",Doctorate degree,0,101400,10,0,78
Female,"Car, truck, or van",Bachelor's degree,2,45000,25,2420,53
Male,"Car, truck, or van","Some college, but less than 1 year",2,75000,30,2420,53
Male,Bus or trolley bus,Bachelor's degree,3,80000,45,1280,24
Female,Bus or trolley bus,Bachelor's degree,3,65000,45,1280,23
Male,"Car, truck, or van",Master's degree,1,100000,20,1820,61
Female,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,15000,30,0,55
Female,"Car, truck, or van",Bachelor's degree,2,70000,25,0,42
Male,"Car, truck, or van",Bachelor's degree,2,90000,25,0,43
Male,Bus or trolley bus,Bachelor's degree,1,53000,60,1080,63
Female,Walked,Bachelor's degree,1,215000,5,0,51
Female,Bicycle,Bachelor's degree,2,55000,15,0,45
Male,"Car, truck, or van",Bachelor's degree,2,65000,25,0,43
Male,"Car, truck, or van","Some college, but less than 1 year",1,15000,10,610,23
Male,"Car, truck, or van","1 or more years of college credit, no degree",1,19200,10,610,25
Female,Bus or trolley bus,Bachelor's degree,2,15000,90,0,29
Male,"Car, truck, or van",Bachelor's degree,2,135000,10,0,37
Male,Walked,Doctorate degree,2,40000,10,0,32
Female,"Car, truck, or van",Bachelor's degree,2,45000,20,0,23
Female,"Car, truck, or van",Regular high school diploma,3,30000,5,0,31
Female,"Car, truck, or van","Some college, but less than 1 year",2,3100,60,1350,18
Male,"Car, truck, or van",Associate's degree,2,90000,30,0,57
Female,"Car, truck, or van",Bachelor's degree,2,60000,8,0,47
Female,Bus or trolley bus,"Some college, but less than 1 year",2,45000,60,0,51
Male,"Car, truck, or van",Master's degree,1,28000,20,2141,45
Male,"Car, truck, or van","1 or more years of college credit, no degree",1,39500,15,0,42
Female,"Car, truck, or van",Regular high school diploma,4,26400,30,0,54
Male,"Car, truck, or van",Regular high school diploma,4,24600,30,0,52
Female,"Car, truck, or van","1 or more years of college credit, no degree",4,6000,30,0,21
Female,"Car, truck, or van","1 or more years of college credit, no degree",4,8000,30,0,20
Female,Bus or trolley bus,Regular high school diploma,0,18000,20,1170,23
Male,Bus or trolley bus,Regular high school diploma,0,20800,40,1170,21
Male,"Car, truck, or van",Doctorate degree,2,20100,10,0,53
Female,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,60000,10,0,53
Female,"Car, truck, or van","Some college, but less than 1 year",5,25200,20,0,44
Male,"Car, truck, or van",Regular high school diploma,5,75000,20,0,46
Male,"Car, truck, or van",Associate's degree,2,20900,20,0,66
Male,Bicycle,Doctorate degree,2,75500,15,1200,34
Female,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,65000,10,1200,34
Male,"Car, truck, or van",Bachelor's degree,2,84000,5,0,55
Male,"Car, truck, or van",Master's degree,5,192200,17,0,43
Female,"Car, truck, or van","Some college, but less than 1 year",0,40000,60,2188,31
Male,"Car, truck, or van",GED or alternative credential,0,39000,65,2188,37
Male,"Car, truck, or van","1 or more years of college credit, no degree",5,25000,20,0,64
Female,"Car, truck, or van",Bachelor's degree,2,4000,15,0,32
Male,"Car, truck, or van",Regular high school diploma,2,18000,45,0,56
Female,"Car, truck, or van",Associate's degree,2,28100,10,1887,47
Male,"Car, truck, or van","Some college, but less than 1 year",2,82000,10,1887,45
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,46200,15,0,62
Female,"Car, truck, or van",Master's degree,3,38000,20,0,60
Male,Walked,Regular high school diploma,2,8400,2,0,45
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,45000,30,1908,60
Male,"Car, truck, or van",Bachelor's degree,1,64000,30,0,58
Male,"Car, truck, or van",Bachelor's degree,3,49500,15,1650,52
Male,"Car, truck, or van",Regular high school diploma,2,42500,15,0,67
Female,"Car, truck, or van",12th grade - no diploma,2,35000,5,1580,22
Male,"Car, truck, or van",Regular high school diploma,2,40000,25,1580,23
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,45000,35,0,50
Male,"Car, truck, or van",Bachelor's degree,3,75000,35,0,40
Female,"Car, truck, or van",Regular high school diploma,1,18380,10,1140,68
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,5,275000,60,0,54
Female,"Car, truck, or van",Professional degree beyond a bachelor's degree,5,90000,60,0,55
Female,"Car, truck, or van",Bachelor's degree,2,52000,15,0,63
Male,"Car, truck, or van",12th grade - no diploma,3,39000,10,0,50
Male,"Car, truck, or van",Master's degree,3,57200,30,0,38
Male,"Car, truck, or van",Master's degree,2,83600,80,0,50
Female,"Car, truck, or van",Regular high school diploma,2,5000,20,0,22
Male,Bus or trolley bus,Bachelor's degree,2,23000,75,0,25
Male,Subway or elevated,Bachelor's degree,1,193200,25,0,66
Female,"Car, truck, or van",Associate's degree,1,52010,15,0,60
Male,"Car, truck, or van",Master's degree,3,175000,20,0,35
Female,"Car, truck, or van",Bachelor's degree,3,192800,20,0,40
Female,"Car, truck, or van",Grade 11,3,6000,40,0,18
Female,"Car, truck, or van",Professional degree beyond a bachelor's degree,4,77000,30,0,27
Male,"Car, truck, or van",Regular high school diploma,4,47000,10,0,29
Male,"Car, truck, or van",Associate's degree,3,21000,15,952,52
Male,"Car, truck, or van",Bachelor's degree,3,150000,30,0,45
Female,"Car, truck, or van",Regular high school diploma,2,77000,15,0,61
Male,"Car, truck, or van",Grade 6,2,8400,15,0,71
Male,"Car, truck, or van",Master's degree,3,170000,60,0,54
Male,"Car, truck, or van",Regular high school diploma,3,5000,20,0,19
Male,"Car, truck, or van",Grade 9,3,2000,20,0,16
Male,"Car, truck, or van",Regular high school diploma,2,31200,20,0,34
Female,"Car, truck, or van",Regular high school diploma,2,45000,10,0,28
Male,"Car, truck, or van",Bachelor's degree,3,200000,30,0,53
Female,"Car, truck, or van",Master's degree,3,75000,20,0,49
Male,"Car, truck, or van",Regular high school diploma,2,82000,40,0,49
Female,"Car, truck, or van",Doctorate degree,3,35500,40,1937,31
Male,"Car, truck, or van",GED or alternative credential,3,45000,157,1937,29
Male,"Car, truck, or van",Bachelor's degree,2,18000,75,0,34
Female,"Car, truck, or van",Master's degree,2,90000,60,0,34
Male,"Car, truck, or van",Regular high school diploma,2,36620,5,0,28
Female,"Car, truck, or van",Bachelor's degree,4,12000,30,0,58
Male,"Car, truck, or van",Master's degree,4,100000,75,0,61
Male,"Car, truck, or van",Associate's degree,1,24000,15,1108,24
Female,"Car, truck, or van",Regular high school diploma,1,35000,20,1108,24
Female,"Car, truck, or van",Bachelor's degree,2,120000,20,0,37
Male,"Car, truck, or van",Bachelor's degree,2,50000,20,0,45
Female,"Car, truck, or van",Bachelor's degree,2,30000,10,0,43
Male,"Car, truck, or van",Bachelor's degree,1,165000,20,0,61
Male,"Car, truck, or van",Bachelor's degree,2,42000,20,1490,24
Male,"Car, truck, or van",Bachelor's degree,2,34000,20,1490,23
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,38000,30,0,33
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,15000,20,0,32
Male,"Car, truck, or van",Bachelor's degree,2,18000,10,0,53
Female,"Car, truck, or van",Master's degree,2,65000,3,0,53
Male,"Car, truck, or van",Bachelor's degree,1,130000,15,1820,42
Female,"Car, truck, or van",Bachelor's degree,1,45000,45,0,57
Female,"Car, truck, or van",Regular high school diploma,2,29400,15,0,62
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,498000,5,2880,35
Female,"Car, truck, or van",Bachelor's degree,2,100000,60,0,59
Male,"Car, truck, or van",Regular high school diploma,2,500,15,0,19
Female,"Car, truck, or van","Some college, but less than 1 year",3,32000,25,925,39
Female,"Car, truck, or van",Grade 10,3,1200,5,925,16
Male,"Car, truck, or van",GED or alternative credential,2,56000,60,1595,27
Male,"Car, truck, or van",Doctorate degree,2,30000,60,1595,30
Male,Other method,Regular high school diploma,1,9300,10,0,32
Female,"Car, truck, or van",Bachelor's degree,1,95000,10,0,29
Male,"Car, truck, or van",Grade 10,1,24000,10,0,31
Male,"Car, truck, or van",Bachelor's degree,2,498000,30,0,43
Male,"Car, truck, or van",Regular high school diploma,2,64000,30,0,40
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,39000,20,0,35
Female,"Car, truck, or van",Associate's degree,2,70000,25,0,36
Male,"Car, truck, or van",GED or alternative credential,3,95000,5,0,46
Female,"Car, truck, or van","Some college, but less than 1 year",3,33000,8,0,32
Female,"Car, truck, or van","1 or more years of college credit, no degree",4,4100,7,1100,21
Female,Walked,"1 or more years of college credit, no degree",4,8000,8,1100,21
Female,"Car, truck, or van",Regular high school diploma,3,25000,20,0,56
Male,"Car, truck, or van",Bachelor's degree,3,60000,20,0,60
Male,"Car, truck, or van",GED or alternative credential,3,10000,10,0,22
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,50000,25,0,44
Male,"Car, truck, or van",Bachelor's degree,2,160000,20,0,43
Female,"Car, truck, or van",Regular high school diploma,2,68000,25,0,38
Male,"Car, truck, or van",Master's degree,3,41000,40,0,65
Female,"Car, truck, or van",Bachelor's degree,3,22000,15,0,35
Male,"Car, truck, or van",GED or alternative credential,3,100000,15,0,32
Male,"Car, truck, or van",Regular high school diploma,4,83500,15,0,60
Female,"Car, truck, or van",Regular high school diploma,4,60000,15,0,59
Female,"Car, truck, or van","1 or more years of college credit, no degree",4,47400,20,0,65
Female,"Car, truck, or van",Master's degree,2,404000,30,3424,61
Male,"Car, truck, or van",GED or alternative credential,1,95000,15,0,41
Male,"Car, truck, or van",Master's degree,1,70080,20,0,33
Female,"Car, truck, or van",Bachelor's degree,3,70000,25,0,51
Male,"Car, truck, or van",Bachelor's degree,3,25700,40,0,71
Male,"Car, truck, or van",Bachelor's degree,2,42000,20,0,32
Female,"Car, truck, or van",Bachelor's degree,2,60000,10,0,32
Male,Walked,"1 or more years of college credit, no degree",1,20000,15,1140,25
Male,"Car, truck, or van",Associate's degree,2,79000,20,0,51
Female,"Car, truck, or van",Bachelor's degree,2,75000,10,0,35
Female,Walked,Bachelor's degree,2,10000,5,1400,29
Female,"Car, truck, or van",Bachelor's degree,2,67000,20,0,37
Female,"Car, truck, or van",Grade 7,1,12200,3,310,71
Male,"Car, truck, or van",Regular high school diploma,2,58200,20,0,47
Male,Bus or trolley bus,"1 or more years of college credit, no degree",0,150000,20,990,30
Female,"Car, truck, or van","Some college, but less than 1 year",1,30000,15,540,43
Male,"Car, truck, or van",Regular high school diploma,3,39000,40,1497,47
Female,"Car, truck, or van",Regular high school diploma,3,22000,20,1497,56
Male,"Car, truck, or van",Regular high school diploma,3,10000,20,1497,23
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,110000,30,2010,59
Male,"Car, truck, or van",Regular high school diploma,2,53000,15,0,65
Female,"Car, truck, or van",Bachelor's degree,2,80000,25,0,63
Male,"Car, truck, or van",Master's degree,2,181000,10,0,45
Male,Bus or trolley bus,Bachelor's degree,2,80000,30,0,34
Female,"Car, truck, or van",Bachelor's degree,2,27800,25,0,36
Male,"Car, truck, or van",Bachelor's degree,2,55000,25,0,38
Male,"Car, truck, or van",Bachelor's degree,1,110000,20,0,29
Male,"Car, truck, or van",Regular high school diploma,3,85000,24,0,42
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,84000,25,0,42
Male,"Car, truck, or van",Grade 10,3,3500,10,0,17
Female,"Car, truck, or van",GED or alternative credential,3,36500,10,0,51
Male,"Car, truck, or van","Some college, but less than 1 year",3,36500,10,0,53
Male,Walked,Regular high school diploma,2,40000,2,0,62
Male,"Car, truck, or van",Bachelor's degree,2,62000,35,0,50
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,50000,45,0,52
Female,"Car, truck, or van",Bachelor's degree,1,102600,8,0,49
Female,"Car, truck, or van","Some college, but less than 1 year",3,56000,15,130,61
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,1,285100,45,0,74
Female,Other method,12th grade - no diploma,1,3000,10,0,49
Female,"Car, truck, or van",Associate's degree,1,21000,15,770,24
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,140000,10,0,44
Male,"Car, truck, or van",Regular high school diploma,2,58000,12,0,45
Female,"Car, truck, or van",Master's degree,2,120000,40,0,38
Female,"Car, truck, or van",Associate's degree,1,11000,5,670,62
Male,"Car, truck, or van","Some college, but less than 1 year",3,40000,25,0,30
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,40000,10,0,28
Male,"Car, truck, or van",Bachelor's degree,2,135000,25,0,58
Female,"Car, truck, or van",Doctorate degree,2,36000,6,0,51
Female,"Car, truck, or van",Professional degree beyond a bachelor's degree,1,97000,7,0,36
Female,"Car, truck, or van",Regular high school diploma,2,40000,8,0,79
Male,"Car, truck, or van",Regular high school diploma,2,80000,25,0,63
Male,"Car, truck, or van",Master's degree,6,167800,55,0,54
Female,"Car, truck, or van","Some college, but less than 1 year",6,1000,10,0,18
Female,"Car, truck, or van","Some college, but less than 1 year",2,7000,45,1420,31
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,65000,45,1420,32
Female,"Car, truck, or van",Bachelor's degree,3,36000,20,0,44
Male,"Car, truck, or van",Master's degree,3,109000,5,0,45
Female,Bus or trolley bus,Grade 11,1,780,90,1470,38
Male,Walked,Associate's degree,1,41000,30,0,35
Female,"Car, truck, or van",Master's degree,1,20000,30,0,25
Male,"Car, truck, or van","Some college, but less than 1 year",2,36000,25,2213,35
Male,"Car, truck, or van",Grade 2,4,22000,15,0,58
Male,"Car, truck, or van","1 or more years of college credit, no degree",1,29400,30,0,41
Female,"Car, truck, or van",Regular high school diploma,2,33300,8,0,63
Female,"Car, truck, or van",Master's degree,1,85000,20,0,36
Male,"Car, truck, or van",Bachelor's degree,1,156000,70,0,53
Male,"Car, truck, or van",Associate's degree,4,50000,20,0,61
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,50000,10,0,33
Male,"Car, truck, or van",Associate's degree,2,60000,20,1233,27
Female,"Car, truck, or van",Bachelor's degree,2,55000,20,1233,27
Female,"Car, truck, or van",Bachelor's degree,4,67000,90,0,50
Male,"Car, truck, or van",Bachelor's degree,4,210000,100,0,52
Male,Bus or trolley bus,Associate's degree,2,45000,20,0,24
Female,"Car, truck, or van",Regular high school diploma,2,10400,20,0,23
Male,"Car, truck, or van","1 or more years of college credit, no degree",1,64000,5,1205,34
Male,"Car, truck, or van",Bachelor's degree,1,58000,30,0,61
Female,"Car, truck, or van",Master's degree,1,105000,45,2430,29
Female,"Car, truck, or van",Master's degree,2,52700,20,0,65
Female,"Car, truck, or van",Master's degree,2,40000,25,1430,53
Male,"Car, truck, or van",Bachelor's degree,2,512000,35,1430,51
Female,"Car, truck, or van",Regular high school diploma,1,18000,10,1038,28
Female,"Car, truck, or van",GED or alternative credential,4,20000,10,990,32
Female,"Car, truck, or van",Regular high school diploma,4,16800,30,990,29
Female,"Car, truck, or van",Bachelor's degree,2,105000,15,0,37
Male,"Car, truck, or van",Regular high school diploma,2,12000,20,0,40
Male,"Car, truck, or van",Associate's degree,1,53700,15,1266,66
Female,"Car, truck, or van",Bachelor's degree,2,62000,10,0,37
Male,"Car, truck, or van",Bachelor's degree,2,41000,10,0,37
Female,"Car, truck, or van",Bachelor's degree,1,30000,20,1340,23
Male,"Car, truck, or van",Bachelor's degree,1,72000,30,1340,28
Female,"Car, truck, or van",Bachelor's degree,2,63000,60,0,30
Male,"Car, truck, or van",Bachelor's degree,2,178000,60,0,30
Female,"Car, truck, or van","1 or more years of college credit, no degree",4,78700,7,0,65
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,498000,15,0,47
Male,"Car, truck, or van",Bachelor's degree,4,28840,45,0,57
Female,"Car, truck, or van",Bachelor's degree,4,18020,20,0,55
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,45000,7,1608,56
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,70000,15,0,56
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,27000,10,0,80
Male,"Car, truck, or van",Regular high school diploma,3,33000,60,1100,38
Female,"Car, truck, or van","Some college, but less than 1 year",3,12000,1,1100,64
Male,"Car, truck, or van",Grade 8,3,20000,60,1100,21
Female,"Car, truck, or van",Associate's degree,2,28000,60,780,61
Female,"Car, truck, or van",Regular high school diploma,3,37000,20,0,30
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,60000,10,0,33
Female,Walked,Associate's degree,0,7000,30,1300,36
Male,"Car, truck, or van",Regular high school diploma,0,194000,90,0,51
Male,"Car, truck, or van","Some college, but less than 1 year",2,170000,15,0,59
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,110000,15,0,58
Female,"Car, truck, or van",Master's degree,3,20000,12,0,56
Female,"Car, truck, or van",Associate's degree,3,28000,20,0,33
Male,Other method,Bachelor's degree,2,230000,25,0,53
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,61800,60,0,66
Female,Bus or trolley bus,Bachelor's degree,3,85000,60,0,66
Female,"Car, truck, or van",Associate's degree,1,55000,48,0,47
Female,"Car, truck, or van",Grade 11,3,19000,25,0,30
Male,"Car, truck, or van",Grade 8,3,32000,15,0,45
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,498000,15,0,46
Male,"Car, truck, or van",GED or alternative credential,2,30000,30,0,31
Female,"Car, truck, or van",Associate's degree,2,20000,15,0,28
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,42100,70,0,56
Female,"Car, truck, or van",Bachelor's degree,2,52000,20,0,46
Male,"Car, truck, or van",Regular high school diploma,1,8000,40,0,23
Male,"Car, truck, or van",Bachelor's degree,2,132000,30,0,44
Female,"Car, truck, or van",Bachelor's degree,2,15000,30,0,44
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,103000,7,0,57
Male,"Car, truck, or van",Associate's degree,4,43000,24,0,41
Female,"Car, truck, or van",Associate's degree,4,80000,30,0,37
Male,"Car, truck, or van",Regular high school diploma,2,75000,15,0,35
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,33000,20,0,44
Male,"Car, truck, or van",Regular high school diploma,3,6000,45,0,45
Male,"Car, truck, or van",Master's degree,2,165000,25,0,40
Female,Railroad,Associate's degree,1,50000,55,1178,57
Male,Motorcycle,Associate's degree,2,92600,12,0,28
Male,"Car, truck, or van",Grade 9,3,36200,36,0,41
Female,"Car, truck, or van",Bachelor's degree,1,42000,45,0,66
Male,"Car, truck, or van",Master's degree,2,98000,20,0,34
Male,"Car, truck, or van","1 or more years of college credit, no degree",1,25000,20,0,62
Male,"Car, truck, or van",Associate's degree,2,36100,5,620,31
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,30000,15,1350,39
Female,"Car, truck, or van",Bachelor's degree,2,48000,40,1350,38
Female,"Car, truck, or van",Master's degree,1,59650,4,0,32
Male,"Car, truck, or van",Regular high school diploma,3,145000,15,0,32
Female,"Car, truck, or van",Bachelor's degree,3,38000,30,0,25
Male,"Car, truck, or van","1 or more years of college credit, no degree",4,121000,35,0,45
Female,"Car, truck, or van",Regular high school diploma,4,12000,15,0,46
Female,"Car, truck, or van",Bachelor's degree,1,40000,25,1540,31
Female,"Car, truck, or van",Associate's degree,1,21000,30,900,25
Male,"Car, truck, or van",Bachelor's degree,2,53600,25,0,41
Female,"Car, truck, or van",Master's degree,1,33900,15,0,43
Male,Bus or trolley bus,Master's degree,1,15200,50,0,74
Female,"Car, truck, or van",Bachelor's degree,2,100300,60,0,60
Male,"Car, truck, or van",Bachelor's degree,2,55100,40,0,68
Female,"Car, truck, or van",Professional degree beyond a bachelor's degree,3,498000,45,0,47
Female,"Car, truck, or van",Bachelor's degree,1,25000,5,0,64
Male,"Car, truck, or van",Bachelor's degree,2,49000,15,1840,26
Female,Bus or trolley bus,Bachelor's degree,2,38000,25,1840,22
Female,"Car, truck, or van",Associate's degree,1,15100,20,0,70
Male,"Car, truck, or van",Associate's degree,2,86900,45,0,73
Female,"Car, truck, or van",Bachelor's degree,2,140000,15,1677,32
Male,"Car, truck, or van",Bachelor's degree,2,96000,25,1677,31
Male,"Car, truck, or van",Bachelor's degree,1,4500,30,1990,45
Female,"Car, truck, or van",Bachelor's degree,1,2600,30,1990,41
Female,"Car, truck, or van",Bachelor's degree,1,37000,20,1340,28
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,33000,20,1347,49
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,8000,10,1347,20
Male,"Car, truck, or van",Regular high school diploma,2,45000,10,0,63
Female,"Car, truck, or van",Regular high school diploma,2,59400,25,0,72
Male,"Car, truck, or van",Master's degree,2,123100,20,0,33
Female,"Car, truck, or van",Doctorate degree,3,147000,30,0,61
Male,"Car, truck, or van","Some college, but less than 1 year",3,53000,45,0,52
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,6200,5,0,60
Female,"Car, truck, or van","Some college, but less than 1 year",3,12500,25,0,51
Male,"Car, truck, or van","Some college, but less than 1 year",3,31200,12,0,45
Male,"Car, truck, or van",Regular high school diploma,3,22000,12,0,19
Female,"Car, truck, or van",Regular high school diploma,2,28000,60,900,37
Female,"Car, truck, or van",Regular high school diploma,2,30000,10,900,19
Male,"Car, truck, or van",GED or alternative credential,4,36600,60,0,32
Male,"Car, truck, or van","Some college, but less than 1 year",3,75000,10,0,45
Male,"Car, truck, or van",Regular high school diploma,1,75000,20,2443,38
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,42000,8,0,32
Male,"Car, truck, or van",Bachelor's degree,2,82000,30,0,36
Female,"Car, truck, or van",Regular high school diploma,3,25000,20,0,51
Male,"Car, truck, or van",Grade 11,3,7000,30,0,17
Female,"Car, truck, or van",Bachelor's degree,4,77000,25,0,49
Male,"Car, truck, or van",Bachelor's degree,4,122800,20,0,53
Male,"Car, truck, or van","1 or more years of college credit, no degree",1,28000,6,0,31
Female,"Car, truck, or van","1 or more years of college credit, no degree",6,12000,5,0,53
Female,"Car, truck, or van",Bachelor's degree,6,16000,5,0,24
Female,"Car, truck, or van",Grade 10,6,1200,10,0,16
Male,"Car, truck, or van",Grade 11,6,16000,15,0,24
Female,"Car, truck, or van",GED or alternative credential,3,90000,50,0,58
Female,"Car, truck, or van",Master's degree,2,40000,15,0,25
Male,"Car, truck, or van",Bachelor's degree,2,30000,30,0,26
Female,"Car, truck, or van",Regular high school diploma,2,8000,30,0,60
Male,"Car, truck, or van",Associate's degree,5,95500,25,0,73
Male,"Car, truck, or van","1 or more years of college credit, no degree",5,19800,45,0,28
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,45500,25,0,40
Female,"Car, truck, or van",Bachelor's degree,2,145000,60,0,44
Male,Bicycle,Bachelor's degree,1,175000,15,0,37
Female,"Car, truck, or van",Associate's degree,2,24000,15,0,35
Male,"Car, truck, or van",Associate's degree,2,33000,30,0,43
Male,"Car, truck, or van",Bachelor's degree,3,132500,60,0,47
Female,"Car, truck, or van",Master's degree,3,149000,60,0,40
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,120000,20,0,32
Male,"Car, truck, or van",Associate's degree,3,60000,35,0,63
Male,"Car, truck, or van",Associate's degree,5,85000,20,0,54
Male,"Car, truck, or van",Bachelor's degree,1,39000,10,1555,49
Male,"Car, truck, or van",GED or alternative credential,2,37000,10,0,48
Female,"Car, truck, or van",GED or alternative credential,2,17200,10,0,51
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,3500,12,0,22
Male,"Car, truck, or van",Master's degree,3,246000,90,0,47
Female,"Car, truck, or van",Bachelor's degree,3,2500,25,0,46
Male,Bus or trolley bus,Bachelor's degree,2,65000,45,0,44
Male,"Car, truck, or van",Regular high school diploma,2,7650,30,0,43
Female,"Car, truck, or van","Some college, but less than 1 year",1,1800,7,1870,42
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,53000,15,1590,26
Male,"Car, truck, or van",Grade 7,2,20000,30,1590,34
Male,"Car, truck, or van",Bachelor's degree,2,78000,15,0,63
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,25000,30,0,62
Female,"Car, truck, or van","Some college, but less than 1 year",2,42000,10,0,63
Male,"Car, truck, or van",Bachelor's degree,3,230150,10,0,61
Male,"Car, truck, or van",Master's degree,2,80000,45,0,46
Female,Walked,Regular high school diploma,2,20000,5,0,21
Female,"Car, truck, or van",Bachelor's degree,2,28800,35,0,59
Male,"Car, truck, or van",Bachelor's degree,2,27000,20,0,65
Male,"Car, truck, or van","1 or more years of college credit, no degree",1,73400,20,0,56
Male,"Car, truck, or van",Associate's degree,5,331000,50,0,49
Male,"Car, truck, or van",Associate's degree,2,52000,20,1090,27
Female,"Car, truck, or van","Some college, but less than 1 year",2,24150,25,1090,28
Male,"Car, truck, or van",GED or alternative credential,3,30000,35,0,50
Male,"Car, truck, or van",12th grade - no diploma,3,12000,10,0,18
Female,"Car, truck, or van",Regular high school diploma,4,4500,10,0,61
Male,"Car, truck, or van",Regular high school diploma,4,70000,30,0,33
Male,"Car, truck, or van",Bachelor's degree,1,50000,25,1440,25
Male,"Car, truck, or van",Regular high school diploma,4,12000,10,0,65
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,38450,30,0,37
Female,"Car, truck, or van",Professional degree beyond a bachelor's degree,1,88500,10,1345,64
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,12000,30,0,50
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,120000,15,0,60
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,24000,12,0,25
Male,"Car, truck, or van",Master's degree,2,85000,30,0,38
Male,"Car, truck, or van",Doctorate degree,2,281500,30,0,65
Male,"Car, truck, or van",Regular high school diploma,3,115000,25,0,67
Male,"Car, truck, or van",Regular high school diploma,3,50000,20,0,54
Female,"Car, truck, or van",Associate's degree,3,36000,2,0,21
Male,"Car, truck, or van",Regular high school diploma,4,25000,10,0,24
Female,"Car, truck, or van",12th grade - no diploma,4,15000,15,0,29
Female,"Car, truck, or van",12th grade - no diploma,4,25000,15,0,25
Female,"Car, truck, or van","Some college, but less than 1 year",3,73000,45,0,58
Male,"Car, truck, or van",Regular high school diploma,3,40000,30,0,59
Male,"Car, truck, or van","Some college, but less than 1 year",3,11700,25,0,23
Male,"Car, truck, or van","Some college, but less than 1 year",3,18200,20,0,22
Male,"Car, truck, or van",GED or alternative credential,2,47000,15,760,58
Male,"Car, truck, or van",Regular high school diploma,2,78000,30,0,62
